prompt_id,image_name,model_name,gt_object,gt_distance_m,gt_direction,gt_scene,parse_success,found_predicted,found_score,predicted_distance_meters,predicted_direction_o_clock,score_object_location_desc,score_object_location_detailed,score_distance,score_direction,score_navigation,score_hand_guidance,score_fallback,total_score,max_score,percentage,parse_error
33,0033_001525_2014-06-20_16-45-04_260595134347_rgbf000062-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chair,1.08,4 o'clock,computer_room,True,True,5,6.0,8,2,3,0,1,4,5,4,24,40,60.0%,
34,0034_2014_10_27-15_34_16-1311000073.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chair,2.56,4 o'clock,rest_space,True,True,5,1.5,9,3,1,2,1,4,5,4,25,40,62.5%,
35,0035_002704_2014-06-22_11-30-07_094959634447_rgbf000096-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,door,0.63,2 o'clock,bathroom,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
36,0036_2014_10_23-15_17_14-1311000073.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chair,1.1,3 o'clock,library,True,True,5,0.5,9,4,3,0,1,4,5,4,26,40,65.0%,
37,0037_002161_2014-06-27_23-55-55_260595134347_rgbf000050-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,Chair,1.1,2 o'clock,hotel_room,True,True,5,0.5,9,3,3,0,1,4,4,5,25,40,62.5%,
38,0038_img_0200.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,doorway,0.59,4 o'clock,corridor,True,True,5,0.5,4,4,4,3,5,5,5,4,35,40,87.5%,
39,0039_000818_2014-06-08_23-03-59_260595134347_rgbf000134-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chair,2.94,3 o'clock,rest_space,True,True,5,,10,4,3,0,1,4,5,4,26,40,65.0%,
40,0040_002554_2014-06-24_13-46-38_094959634447_rgbf000078-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chair,1.26,2 o'clock,computer_room,True,True,5,1.5,10,4,4,3,2,5,5,4,32,40,80.0%,
41,0041_000327_2014-06-02_15-29-50_260595134347_rgbf000057-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,cabinet,1.4,4 o'clock,furniture_store,True,False,0,0.5,9,0,0,0,0,0,0,0,0,40,0.0%,
42,0042_000491_2014-06-09_21-00-04_260595134347_rgbf000116-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,Chair,-0.0,9 o'clock,corridor,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
43,0043_2014_12_18_16_23_46.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,CHAIR,2.28,3 o'clock,dining_area,True,True,5,0.8,10,4,3,1,1,4,5,0,23,40,57.5%,
44,0044_001564_2014-06-20_17-17-38_260595134347_rgbf000077-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,armchair,2.03,3 o'clock,rest_space,True,True,5,0.5,9,4,3,1,1,4,5,4,27,40,67.5%,
45,0045_0001571-000052620120.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,door,2.73,2 o'clock,corridor,True,True,5,2.0,6,2,3,3,1,2,4,3,23,40,57.5%,
46,0046_000112_2014-05-16_20-05-47_260595134347_rgbf000543-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chair,3.78,3 o'clock,living_room,True,True,5,0.5,9,2,1,0,1,3,4,4,20,40,50.0%,
47,0047_000934_2014-06-09_16-42-44_260595134347_rgbf000143-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chair,1.66,4 o'clock,office,True,True,5,,9,3,3,0,1,4,4,0,20,40,50.0%,
48,0048_001043_2014-06-08_18-29-23_260595134347_rgbf000095-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,Counter/Cabinets,1.99,3 o'clock,office_kitchen,True,True,5,0.5,9,4,4,0,1,4,5,4,27,40,67.5%,
49,0049_001810_2014-06-26_20-51-35_260595134347_rgbf000040-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,Lamp,2.6,4 o'clock,furniture_store,True,True,5,1.5,10,2,3,2,1,4,4,3,24,40,60.0%,
50,0050_0005481-000320109985.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,Book,2.0,4 o'clock,bedroom,True,True,5,2.5,10,2,3,2,1,3,4,4,24,40,60.0%,
51,0051_img_0255.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,mug,1.15,2 o'clock,office,True,True,5,0.5,9,4,3,0,1,4,5,4,26,40,65.0%,
52,0052_003355_2014-05-20_14-07-17_094959634447_rgbf000099-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,mug,1.45,3 o'clock,dining_area,True,True,5,,,5,2,0,0,4,5,0,21,40,52.5%,
53,0053_2014_10_21-11_40_29-1311000041.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,Chair,1.92,3 o'clock,office,True,True,5,0.5,4,4,3,0,2,4,5,0,23,40,57.5%,
54,0054_0001708-000074874744.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chair,1.97,2 o'clock,bedroom,True,True,5,,9,3,3,0,1,4,4,5,25,40,62.5%,
55,0055_0007687-000257637492.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chair,1.65,3 o'clock,office,True,True,5,0.5,6,4,3,0,2,4,5,4,27,40,67.5%,
56,0056_001432_2014-06-19_16-51-16_260595134347_rgbf000077-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,Chair,1.91,3 o'clock,study_space,True,True,5,0.5,8,4,4,0,1,4,5,4,27,40,67.5%,
57,0057_000168_2014-05-12_16-15-57_260595134347_rgbf000289-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,bedsidelamp,3.46,3 o'clock,bedroom,True,True,5,2.5,9,2,0,3,1,4,4,0,19,40,47.5%,
58,0058_000869_2014-06-09_20-50-18_260595134347_rgbf000060-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chair,1.61,4 o'clock,dining_area,True,True,5,0.5,9,4,3,0,1,4,5,4,26,40,65.0%,
59,0059_002668_2014-06-13_16-03-41_094959634447_rgbf000150-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chair,1.9,2 o'clock,library,True,True,5,2.5,10,4,4,2,2,4,5,4,30,40,75.0%,
60,0060_2014_10_26-15_30_41-1311000073.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,tablelamp,1.76,2 o'clock,library,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
61,0061_001358_2014-06-19_15-47-34_260595134347_rgbf000028-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,DOOR,-1.12,9 o'clock,rest_space,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
62,0062_000237_2014-06-02_15-55-24_260595134347_rgbf000041-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,book,1.7,4 o'clock,furniture_store,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
63,0063_0010914-000365793624.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,MUG,0.77,3 o'clock,bedroom,True,True,5,0.5,9,4,3,1,1,4,5,4,27,40,67.5%,
64,0064_002832_2014-06-22_20-36-41_094959634447_rgbf000083-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,cabinet,1.77,3 o'clock,kitchen,True,True,5,1.5,9,4,3,3,1,4,5,4,29,40,72.5%,
65,0065_003540_2014-05-22_15-36-23_094959634447_rgbf000100-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chair,1.61,3 o'clock,classroom,True,True,5,0.5,6,3,3,0,1,4,4,4,24,40,60.0%,
66,0066_0000535-000017960678.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,cabinet,3.37,4 o'clock,lab,True,True,5,0.5,12,2,0,0,1,3,4,5,20,40,50.0%,
67,0067_2014_10_25-17_54_32-1311000073.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chair,1.83,3 o'clock,office,True,True,5,0.5,9,4,1,0,1,4,5,4,24,40,60.0%,
68,0068_img_0199.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,Door,1.0,3 o'clock,idk,True,True,5,,10,4,4,0,2,5,5,4,29,40,72.5%,
69,0069_img_0255.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,mug,1.15,2 o'clock,office,True,True,5,0.1,9,4,3,0,1,4,4,0,21,40,52.5%,
70,0070_001268_2014-06-16_16-11-51_260595134347_rgbf000095-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,Book,1.59,3 o'clock,office,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
71,0071_000263_2014-06-02_14-42-31_260595134347_rgbf000012-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,lamp,2.55,4 o'clock,furniture_store,True,True,5,1.5,7,4,3,2,1,4,5,4,28,40,70.0%,
72,0072_001400_2014-06-19_16-12-11_260595134347_rgbf000067-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,bookcase,2.29,3 o'clock,library,True,True,5,1.5,9,4,4,3,1,4,5,0,26,40,65.0%,
73,0073_002915_2014-06-03_18-10-55_094959634447_rgbf000307-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chairwithbuiltindesk,1.52,3 o'clock,library,True,True,5,0.5,9,4,4,0,1,4,5,4,27,40,67.5%,
74,0074_000698_2014-06-08_13-19-57_260595134347_rgbf000072-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,cabinetdrawer,2.29,3 o'clock,office,True,True,5,0.8,9,2,3,1,1,4,5,4,25,40,62.5%,
75,0075_0000174-000005798268.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,Cabinet,3.81,4 o'clock,corridor,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
76,0076_0007570-000253692959.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,mug,1.49,3 o'clock,living_room,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
77,0077_002727_2014-06-22_11-49-24_094959634447_rgbf000025-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,Chairleg,0.53,4 o'clock,classroom,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
78,0078_0001708-000074874744.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chair,1.97,2 o'clock,bedroom,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
79,0079_0001184-000039663075.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,books,2.07,3 o'clock,bedroom,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
80,0080_000362_2014-06-09_20-57-02_260595134347_rgbf000076-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chair,1.42,2 o'clock,lecture_theatre,True,True,5,1.0,9,3,0,2,1,4,5,4,24,40,60.0%,
81,0081_001214_2014-06-17_16-13-55_260595134347_rgbf000111-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,Chair,2.01,4 o'clock,study_space,True,True,5,0.5,9,3,3,1,1,4,4,4,25,40,62.5%,
82,0082_2014_10_25-17_23_54-1311000073.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chairs,1.14,4 o'clock,lecture_theatre,True,True,5,1.5,9,3,4,2,1,4,5,4,28,40,70.0%,
83,0083_2014_12_18_13_58_10.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,Chair,1.29,4 o'clock,dining_area,True,True,5,0.5,9,4,3,0,2,4,5,4,27,40,67.5%,
84,0084_0001598-000053548626.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,Cabinet,4.92,4 o'clock,classroom,True,True,5,1.5,10,2,2,1,1,3,4,3,21,40,52.5%,
85,0085_000309_2014-06-02_15-07-56_260595134347_rgbf000604-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chair,1.1,3 o'clock,furniture_store,True,True,5,0.2,9,2,2,0,1,4,4,5,23,40,57.5%,
86,0086_001663_2014-06-20_12-20-11_260595134347_rgbf000072-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chair1,2.39,2 o'clock,discussion_area,True,True,5,0.5,9,2,3,1,1,4,5,4,25,40,62.5%,
87,0087_000938_2014-06-09_16-56-54_260595134347_rgbf000138-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,filecabinet,2.13,3 o'clock,office,True,True,5,0.5,9,4,3,1,1,4,5,4,27,40,67.5%,
88,0088_0007855-000350046626.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,glassdoor,0.95,3 o'clock,rest_space,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
89,0089_2014_12_18_16_27_23.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,CHAIR,1.34,4 o'clock,dining_area,True,True,5,0.5,8,4,4,0,2,4,5,4,28,40,70.0%,
90,0090_000602_2014-06-09_16-48-52_260595134347_rgbf000117-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,Chair,1.58,3 o'clock,office,True,True,5,0.5,8,4,4,0,1,4,5,5,28,40,70.0%,
91,0091_000080_2014-05-14_21-36-38_260595134347_rgbf000132-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chair,2.14,2 o'clock,library,True,True,5,3.0,6,4,3,2,1,4,5,4,28,40,70.0%,
92,0092_000800_2014-06-08_22-42-09_260595134347_rgbf000095-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,mug,1.14,2 o'clock,rest_space,True,True,5,0.5,9,3,2,0,1,3,4,4,22,40,55.0%,
93,0093_001884_2014-06-22_13-51-32_260595134347_rgbf000021-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,lampleg,0.34,2 o'clock,furniture_store,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
94,0094_000706_2014-06-08_13-28-04_260595134347_rgbf000198-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chair,2.0,3 o'clock,office,True,True,5,,6,3,3,0,1,4,5,4,25,40,62.5%,
95,0095_2014_12_18-16_15_00-1311000073.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,Chair,1.05,2 o'clock,rest_space,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
96,0096_001682_2014-06-26_19-14-45_260595134347_rgbf000081-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,door,1.26,4 o'clock,furniture_store,True,True,5,0.5,9,3,4,0,1,4,5,0,22,40,55.0%,
97,0097_000710_2014-06-08_13-52-16_260595134347_rgbf000293-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,Lamp,0.64,3 o'clock,office,True,True,5,0.8,9,2,0,2,1,3,4,5,22,40,55.0%,
98,0098_001104_2014-06-15_18-19-35_260595134347_rgbf000042-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,cabinetknob,1.31,4 o'clock,kitchen,True,True,5,0.5,9,4,3,0,1,4,5,4,26,40,65.0%,
