prompt_id,image_name,model_name,gt_object,gt_distance_m,gt_direction,gt_scene,parse_success,found_predicted,found_score,predicted_distance_meters,predicted_direction_o_clock,score_object_location_desc,score_object_location_detailed,score_distance,score_direction,score_navigation,score_hand_guidance,score_fallback,total_score,max_score,percentage,parse_error
48,0048_001043_2014-06-08_18-29-23_260595134347_rgbf000095-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,Counter/Cabinets,1.99,3 o'clock,office_kitchen,True,True,5,1.0,9,2,3,1,1,4,4,5,25,40,62.5%,
49,0049_001810_2014-06-26_20-51-35_260595134347_rgbf000040-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,Lamp,2.6,4 o'clock,furniture_store,True,True,5,0.3,10,2,2,0,1,3,4,4,21,40,52.5%,
50,0050_0005481-000320109985.jpg,Qwen/Qwen2.5-VL-7B-Instruct,Book,2.0,4 o'clock,bedroom,True,True,5,3.0,9,4,3,1,1,4,5,4,27,40,67.5%,
51,0051_img_0255.jpg,Qwen/Qwen2.5-VL-7B-Instruct,mug,1.15,2 o'clock,office,True,True,5,0.2,4,4,4,0,2,4,5,4,28,40,70.0%,
52,0052_003355_2014-05-20_14-07-17_094959634447_rgbf000099-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,mug,1.45,3 o'clock,dining_area,True,True,5,0.5,6,4,2,0,1,4,5,4,25,40,62.5%,
53,0053_2014_10_21-11_40_29-1311000041.jpg,Qwen/Qwen2.5-VL-7B-Instruct,Chair,1.92,3 o'clock,office,True,True,5,0.5,9,4,3,0,1,4,5,3,25,40,62.5%,
54,0054_0001708-000074874744.jpg,Qwen/Qwen2.5-VL-7B-Instruct,chair,1.97,2 o'clock,bedroom,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
55,0055_0007687-000257637492.jpg,Qwen/Qwen2.5-VL-7B-Instruct,chair,1.65,3 o'clock,office,True,True,5,0.2,4,4,3,0,2,4,4,5,27,40,67.5%,
56,0056_001432_2014-06-19_16-51-16_260595134347_rgbf000077-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,Chair,1.91,3 o'clock,study_space,True,True,5,1.5,9,4,4,2,1,4,5,4,29,40,72.5%,
57,0057_000168_2014-05-12_16-15-57_260595134347_rgbf000289-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,bedsidelamp,3.46,3 o'clock,bedroom,True,True,5,1.5,300,5,4,2,4,5,5,4,34,40,85.0%,
58,0058_000869_2014-06-09_20-50-18_260595134347_rgbf000060-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,chair,1.61,4 o'clock,dining_area,True,True,5,1.5,9,4,4,4,1,4,5,4,31,40,77.5%,
59,0059_002668_2014-06-13_16-03-41_094959634447_rgbf000150-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,chair,1.9,2 o'clock,library,False,,0,,,0,0,0,0,0,0,0,0,40,0.0%,
60,0060_2014_10_26-15_30_41-1311000073.jpg,Qwen/Qwen2.5-VL-7B-Instruct,tablelamp,1.76,2 o'clock,library,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
61,0061_001358_2014-06-19_15-47-34_260595134347_rgbf000028-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,DOOR,-1.12,9 o'clock,rest_space,True,True,0,,9,0,0,0,0,0,0,0,0,40,0.0%,
62,0062_000237_2014-06-02_15-55-24_260595134347_rgbf000041-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,book,1.7,4 o'clock,furniture_store,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
63,0063_0010914-000365793624.jpg,Qwen/Qwen2.5-VL-7B-Instruct,MUG,0.77,3 o'clock,bedroom,True,True,5,0.3,9,4,4,0,1,4,5,4,27,40,67.5%,
64,0064_002832_2014-06-22_20-36-41_094959634447_rgbf000083-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,cabinet,1.77,3 o'clock,kitchen,True,True,5,0.5,8,4,3,0,1,4,5,4,26,40,65.0%,
65,0065_003540_2014-05-22_15-36-23_094959634447_rgbf000100-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,chair,1.61,3 o'clock,classroom,True,True,5,,,4,4,0,0,4,4,5,26,40,65.0%,
66,0066_0000535-000017960678.jpg,Qwen/Qwen2.5-VL-7B-Instruct,cabinet,3.37,4 o'clock,lab,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
67,0067_2014_10_25-17_54_32-1311000073.jpg,Qwen/Qwen2.5-VL-7B-Instruct,chair,1.83,3 o'clock,office,True,True,5,0.5,9,4,4,0,1,4,5,4,27,40,67.5%,
68,0068_img_0199.jpg,Qwen/Qwen2.5-VL-7B-Instruct,Door,1.0,3 o'clock,idk,True,True,5,0.5,9,4,0,1,2,4,5,4,25,40,62.5%,
69,0069_img_0255.jpg,Qwen/Qwen2.5-VL-7B-Instruct,mug,1.15,2 o'clock,office,True,True,5,0.5,9,2,2,0,1,4,5,0,19,40,47.5%,
70,0070_001268_2014-06-16_16-11-51_260595134347_rgbf000095-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,Book,1.59,3 o'clock,office,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
71,0071_000263_2014-06-02_14-42-31_260595134347_rgbf000012-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,lamp,2.55,4 o'clock,furniture_store,True,True,5,0.5,4,5,5,0,5,5,5,5,35,40,87.5%,
72,0072_001400_2014-06-19_16-12-11_260595134347_rgbf000067-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,bookcase,2.29,3 o'clock,library,True,True,5,0.5,9,2,3,1,1,4,4,4,24,40,60.0%,
73,0073_002915_2014-06-03_18-10-55_094959634447_rgbf000307-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,chairwithbuiltindesk,1.52,3 o'clock,library,True,True,5,0.3,9,4,4,0,1,3,5,4,26,40,65.0%,
74,0074_000698_2014-06-08_13-19-57_260595134347_rgbf000072-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,cabinetdrawer,2.29,3 o'clock,office,True,True,5,0.5,9,2,3,1,1,3,4,4,23,40,57.5%,
75,0075_0000174-000005798268.jpg,Qwen/Qwen2.5-VL-7B-Instruct,Cabinet,3.81,4 o'clock,corridor,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
76,0076_0007570-000253692959.jpg,Qwen/Qwen2.5-VL-7B-Instruct,mug,1.49,3 o'clock,living_room,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
77,0077_002727_2014-06-22_11-49-24_094959634447_rgbf000025-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,Chairleg,0.53,4 o'clock,classroom,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
78,0078_0001708-000074874744.jpg,Qwen/Qwen2.5-VL-7B-Instruct,chair,1.97,2 o'clock,bedroom,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
79,0079_0001184-000039663075.jpg,Qwen/Qwen2.5-VL-7B-Instruct,books,2.07,3 o'clock,bedroom,True,True,5,,9,2,2,0,1,3,4,4,21,40,52.5%,
80,0080_000362_2014-06-09_20-57-02_260595134347_rgbf000076-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,chair,1.42,2 o'clock,lecture_theatre,True,True,5,,9,2,2,0,1,3,4,4,21,40,52.5%,
81,0081_001214_2014-06-17_16-13-55_260595134347_rgbf000111-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,Chair,2.01,4 o'clock,study_space,True,True,5,0.5,9,3,3,1,1,4,4,4,25,40,62.5%,
82,0082_2014_10_25-17_23_54-1311000073.jpg,Qwen/Qwen2.5-VL-7B-Instruct,chairs,1.14,4 o'clock,lecture_theatre,True,True,5,1.5,9,4,4,2,1,3,5,4,28,40,70.0%,
83,0083_2014_12_18_13_58_10.jpg,Qwen/Qwen2.5-VL-7B-Instruct,Chair,1.29,4 o'clock,dining_area,True,True,5,0.5,9,4,4,0,2,4,5,4,28,40,70.0%,
84,0084_0001598-000053548626.jpg,Qwen/Qwen2.5-VL-7B-Instruct,Cabinet,4.92,4 o'clock,classroom,True,True,5,1.5,9,2,1,1,1,3,4,4,21,40,52.5%,
85,0085_000309_2014-06-02_15-07-56_260595134347_rgbf000604-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,chair,1.1,3 o'clock,furniture_store,True,True,5,,9,4,3,0,1,4,5,4,26,40,65.0%,
86,0086_001663_2014-06-20_12-20-11_260595134347_rgbf000072-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,chair1,2.39,2 o'clock,discussion_area,True,True,5,0.75,9,2,3,1,1,4,4,3,23,40,57.5%,
87,0087_000938_2014-06-09_16-56-54_260595134347_rgbf000138-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,filecabinet,2.13,3 o'clock,office,True,True,5,2.0,6,4,3,5,1,4,5,4,31,40,77.5%,
88,0088_0007855-000350046626.jpg,Qwen/Qwen2.5-VL-7B-Instruct,glassdoor,0.95,3 o'clock,rest_space,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
89,0089_2014_12_18_16_27_23.jpg,Qwen/Qwen2.5-VL-7B-Instruct,CHAIR,1.34,4 o'clock,dining_area,True,True,5,0.5,9,4,3,0,1,4,5,4,26,40,65.0%,
90,0090_000602_2014-06-09_16-48-52_260595134347_rgbf000117-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,Chair,1.58,3 o'clock,office,True,True,5,0.5,9,4,4,0,1,4,5,4,27,40,67.5%,
91,0091_000080_2014-05-14_21-36-38_260595134347_rgbf000132-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,chair,2.14,2 o'clock,library,True,True,5,1.5,9,4,3,3,1,4,5,4,29,40,72.5%,
92,0092_000800_2014-06-08_22-42-09_260595134347_rgbf000095-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,mug,1.14,2 o'clock,rest_space,True,True,5,0.5,9,4,3,0,1,4,4,5,26,40,65.0%,
93,0093_001884_2014-06-22_13-51-32_260595134347_rgbf000021-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,lampleg,0.34,2 o'clock,furniture_store,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
94,0094_000706_2014-06-08_13-28-04_260595134347_rgbf000198-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,chair,2.0,3 o'clock,office,True,True,5,1.5,6,4,1,2,2,4,5,4,27,40,67.5%,
95,0095_2014_12_18-16_15_00-1311000073.jpg,Qwen/Qwen2.5-VL-7B-Instruct,Chair,1.05,2 o'clock,rest_space,True,False,0,,,0,0,0,0,0,0,0,0,40,0.0%,
96,0096_001682_2014-06-26_19-14-45_260595134347_rgbf000081-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,door,1.26,4 o'clock,furniture_store,True,True,5,3.0,9,2,3,0,1,3,4,4,22,40,55.0%,
97,0097_000710_2014-06-08_13-52-16_260595134347_rgbf000293-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,Lamp,0.64,3 o'clock,office,True,True,5,0.5,10,1,2,2,1,3,4,3,21,40,52.5%,
98,0098_001104_2014-06-15_18-19-35_260595134347_rgbf000042-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,cabinetknob,1.31,4 o'clock,kitchen,True,True,5,0.5,9,4,3,0,1,4,5,4,26,40,65.0%,
99,0099_0002407-000081615120.jpg,Qwen/Qwen2.5-VL-7B-Instruct,door,3.66,4 o'clock,kitchen,True,True,5,0.5,9,2,2,0,1,4,5,5,24,40,60.0%,
100,0100_000392_2014-06-08_23-08-21_260595134347_rgbf000102-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,RollingChair,1.78,4 o'clock,conference_room,True,True,5,1.5,9,2,2,3,1,4,5,4,26,40,65.0%,
101,0101_NYU1084.jpg,Qwen/Qwen2.5-VL-7B-Instruct,chair,0.0,,bedroom,True,True,0,0.5,8,0,0,0,0,0,0,0,0,5,0.0%,
102,0102_0004273-000143213868.jpg,Qwen/Qwen2.5-VL-7B-Instruct,mug,0.0,,kitchen,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
103,0103_0000290-000125190002.jpg,Qwen/Qwen2.5-VL-7B-Instruct,mug,0.0,,living_room,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
104,0104_003415_2014-05-21_09-46-52_094959634447_rgbf003158-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,book,0.0,,classroom,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
105,0105_2014_10_24-20_22_25-1311000073.jpg,Qwen/Qwen2.5-VL-7B-Instruct,door,0.0,,rest_space,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
106,0106_img_0682.jpg,Qwen/Qwen2.5-VL-7B-Instruct,door,0.0,,living_room,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
107,0107_2014_10_23-15_27_40-1311000073.jpg,Qwen/Qwen2.5-VL-7B-Instruct,mug,0.0,,library,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
108,0108_003427_2014-05-21_10-35-52_094959634447_rgbf000100-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,chair,0.0,,classroom,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
109,0109_0000329-000011294892.jpg,Qwen/Qwen2.5-VL-7B-Instruct,mug,0.0,,bathroom,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
110,0110_0001252-000085021004.jpg,Qwen/Qwen2.5-VL-7B-Instruct,lamp,0.0,,living_room,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
111,0111_001766_2014-06-26_19-57-00_260595134347_rgbf000037-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,mug,0.0,,furniture_store,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
112,0112_0003183-000106648030.jpg,Qwen/Qwen2.5-VL-7B-Instruct,chair,0.0,,corridor,True,True,0,5.0,8,0,0,0,0,0,0,0,0,5,0.0%,
113,0113_0000004-000000126337.jpg,Qwen/Qwen2.5-VL-7B-Instruct,book,0.0,,laundromat,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
114,0114_img_0298.jpg,Qwen/Qwen2.5-VL-7B-Instruct,lamp,0.0,,dining_room,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
115,0115_0001145-000038375820.jpg,Qwen/Qwen2.5-VL-7B-Instruct,door,0.0,,discussion_area,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
116,0116_001444_2014-06-19_16-59-25_260595134347_rgbf000054-resize.jpg,Qwen/Qwen2.5-VL-7B-Instruct,book,0.0,,computer_room,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
117,0117_2014_10_23-15_32_25-1311000073.jpg,Qwen/Qwen2.5-VL-7B-Instruct,mug,0.0,,library,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
118,0118_0000719-000024198552.jpg,Qwen/Qwen2.5-VL-7B-Instruct,mug,0.0,,discussion_area,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
119,0119_2014_12_18_15_54_17.jpg,Qwen/Qwen2.5-VL-7B-Instruct,mug,0.0,,classroom,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
120,0120_0007578-000253984248.jpg,Qwen/Qwen2.5-VL-7B-Instruct,lamp,0.0,,bedroom,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
121,0121_2014_12_18_14_26_54.jpg,Qwen/Qwen2.5-VL-7B-Instruct,book,0.0,,lecture_theatre,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
122,0122_0001765-000059142000.jpg,Qwen/Qwen2.5-VL-7B-Instruct,cabinet,0.0,,lab,True,True,0,0.5,9,0,0,0,0,0,0,0,0,5,0.0%,
123,0123_0001745-000058518936.jpg,Qwen/Qwen2.5-VL-7B-Instruct,cabinet,0.0,,bedroom,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
124,0124_2014_10_30-15_05_37-1311000073.jpg,Qwen/Qwen2.5-VL-7B-Instruct,lamp,0.0,,dining_area,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
125,0125_0004556-000152954061.jpg,Qwen/Qwen2.5-VL-7B-Instruct,book,0.0,,rest_space,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
